segmentId,newSegmentId,frc,streetName,speedLimit,distance,averageSpeed,date,time,timeSet,dateRange,harmonicAverageSpeed,medianSpeed,standardDeviationSpeed,shape,travelTimeStandardDeviation,sampleSize,averageTravelTime,medianTravelTime,travelTimeRatio,speedPercentiles,hour,POI
-1.46E+13,-00004d59-3500-0400-0000-00000052bd56,5,Jalan Kuning,50,13.92,27.8,2024/8/8,19,2,1,16.1,27.6,13.5,"[{'latitude': 1.48478, 'longitude': 103.77516}, {'latitude': 1.48481, 'longitude': 103.77513}, {'latitude': 1.48484, 'longitude': 103.7751}, {'latitude': 1.48487, 'longitude': 103.77507}]",5.21,3459,3.11,1.82,1,"[5, 10, 15, 18, 20, 22, 23, 25, 26, 28, 29, 30, 31, 33, 35, 36, 39, 42, 52]",19,27
-1.46E+13,-00004d59-3500-0400-0000-00000052be3c,1,Lebuhraya Tebrau,70,33.81,37.4,2024/8/8,18,2,1,12.2,38.5,21.7,"[{'latitude': 1.48434, 'longitude': 103.76557}, {'latitude': 1.48426, 'longitude': 103.76555}, {'latitude': 1.48404, 'longitude': 103.7655}]",17.76,24652,9.95,3.16,1,"[2, 4, 10, 17, 21, 25, 28, 32, 35, 39, 41, 45, 48, 51, 53, 57, 60, 65, 72]",18,30
-1.46E+13,-00004d59-3500-0400-0000-00000052be5d,1,Lebuhraya Tebrau,70,12.05,40.7,2024/8/8,17,2,1,28.8,39.3,17.6,"[{'latitude': 1.48404, 'longitude': 103.7655}, {'latitude': 1.48393, 'longitude': 103.76548}]",1.9,26704,1.51,1.1,1,"[14, 19, 23, 26, 28, 31, 33, 35, 37, 39, 42, 44, 47, 50, 53, 56, 59, 64, 71]",17,29
-1.46E+13,-00004d59-3500-0400-0000-00000052be83,5,Jalan Serampang,50,204.75,47.3,2024/8/8,17,2,1,43.6,48,10.7,"[{'latitude': 1.48376, 'longitude': 103.78295}, {'latitude': 1.48406, 'longitude': 103.78114}]",9.74,8035,16.91,15.36,1,"[27, 34, 38, 40, 42, 43, 45, 46, 47, 48, 49, 50, 51, 52, 54, 55, 57, 59, 64]",17,18
-1.46E+13,-00004d59-3500-0400-0000-00000052be9f,1,Lebuhraya Tebrau,70,19.55,41.5,2024/8/8,20,2,1,30.9,39.9,17,"[{'latitude': 1.48393, 'longitude': 103.76548}, {'latitude': 1.48377, 'longitude': 103.76541}]",2.55,26726,2.28,1.76,1,"[14, 20, 25, 28, 31, 33, 35, 36, 38, 40, 42, 44, 47, 50, 52, 56, 59, 64, 71]",20,29
-1.46E+13,-00004d59-3500-0400-0000-00000052c2c5,1,Lebuhraya Tebrau,50,15.57,38.2,2024/8/8,16,2,1,29.2,37.8,14.3,"[{'latitude': 1.47977, 'longitude': 103.76433}, {'latitude': 1.47964, 'longitude': 103.76428}]",2.39,34836,1.92,1.48,1,"[14, 20, 25, 28, 31, 32, 34, 35, 37, 38, 39, 41, 42, 44, 46, 48, 51, 55, 62]",16,37
-1.46E+13,-00004d59-3500-0400-0000-00000052c426,4,Jalan Ulu Air Molek,50,28.46,42.1,2024/8/8,11,2,1,39.6,42.5,8.8,"[{'latitude': 1.47812, 'longitude': 103.74983}, {'latitude': 1.47803, 'longitude': 103.74995}, {'latitude': 1.47802, 'longitude': 103.74997}, {'latitude': 1.47797, 'longitude': 103.75004}]",0.91,477,2.59,2.41,1,"[28, 32, 34, 36, 37, 38, 39, 40, 41, 43, 43, 44, 45, 46, 47, 49, 50, 52, 56]",11,36
-1.46E+13,-00004d59-3500-0400-0000-00000052c480,4,Jalan Ulu Air Molek,50,42.67,35.3,2024/8/8,10,2,1,23.3,37.3,13.9,"[{'latitude': 1.4777, 'longitude': 103.7523}, {'latitude': 1.47764, 'longitude': 103.75246}, {'latitude': 1.47755, 'longitude': 103.75265}]",8.87,434,6.59,4.12,1,"[8, 14, 23, 26, 30, 32, 34, 35, 37, 37, 38, 40, 41, 42, 43, 44, 45, 47, 51]",10,34
-1.46E+13,-00004d59-3500-0400-0000-00000052c4b1,1,Jalan Tun Abd Razak,50,16.08,56.7,2024/8/8,8,2,1,35.6,59.1,18.8,"[{'latitude': 1.47717, 'longitude': 103.75339}, {'latitude': 1.4773, 'longitude': 103.75333}]",3.61,45698,1.63,0.98,1,"[18, 31, 39, 44, 48, 51, 53, 55, 57, 59, 61, 63, 65, 67, 69, 71, 74, 77, 83]",8,33
-1.46E+13,-00004d59-3500-0400-0000-00000052c4d2,5,Jalan Abdul Rahman Andak,50,77.76,38.5,2024/8/8,7:00:00,2,1,30.3,39.6,11.4,"[{'latitude': 1.47787, 'longitude': 103.74961}, {'latitude': 1.47724, 'longitude': 103.74993}]",9.95,2719,9.24,7.07,1,"[13, 26, 30, 32, 33, 35, 36, 37, 38, 40, 41, 42, 43, 45, 46, 47, 49, 51, 54]",7,37
-1.46E+13,-00004d59-3500-0400-0000-00000052c501,1,Jalan Tun Abd Razak,50,32.02,41,2024/8/8,9,2,1,35.9,37.8,14.1,"[{'latitude': 1.47746, 'longitude': 103.75344}, {'latitude': 1.47733, 'longitude': 103.75351}, {'latitude': 1.47721, 'longitude': 103.75358}]",1.77,36611,3.21,3.05,1,"[23, 27, 29, 30, 31, 32, 34, 35, 36, 38, 40, 42, 44, 46, 49, 53, 56, 61, 68]",9,33
-1.46E+13,-00004d59-3500-0400-0000-00000052c521,1,Jalan Tun Abd Razak,50,25.6,57.2,2024/8/8,10,2,1,43,59,18,"[{'latitude': 1.47697, 'longitude': 103.7535}, {'latitude': 1.47717, 'longitude': 103.75339}]",3.25,46000,2.14,1.56,1,"[23, 33, 39, 44, 48, 51, 53, 55, 57, 59, 61, 63, 65, 67, 69, 71, 74, 78, 83]",10,33
-1.46E+13,-00004d59-3500-0400-0000-00000052c525,5,Jalan Abdul Rahman Andak,50,29.36,43.3,2024/8/8,9:00:00,2,1,34.5,44.9,15.3,"[{'latitude': 1.477, 'longitude': 103.75004}, {'latitude': 1.47724, 'longitude': 103.74993}]",3.17,736,3.07,2.35,1,"[16, 21, 26, 29, 33, 36, 39, 41, 43, 45, 46, 48, 50, 52, 54, 56, 59, 63, 68]",9,37
-1.46E+13,-00004d59-3500-0400-0000-00000052c5e1,5,Jalan Abdul Rahman Andak,50,83.83,34.2,2024/8/8,8:00:00,2,1,27.7,31.1,13.9,"[{'latitude': 1.47634, 'longitude': 103.7504}, {'latitude': 1.47698, 'longitude': 103.75006}, {'latitude': 1.47699, 'longitude': 103.75005}, {'latitude': 1.477, 'longitude': 103.75004}]",9.07,893,10.88,9.7,1,"[16, 20, 21, 23, 25, 26, 28, 29, 30, 31, 32, 34, 36, 39, 42, 46, 50, 55, 62]",8,38
-1.46E+13,-00004d59-3500-0400-0000-00000052c5f6,5,Jalan Abdul Samad,50,19.73,26.1,2024/8/8,7:00:00,2,1,15.2,26.9,13,"[{'latitude': 1.47643, 'longitude': 103.74196}, {'latitude': 1.47641, 'longitude': 103.74195}, {'latitude': 1.47626, 'longitude': 103.74189}]",8.32,1915,4.66,2.64,1,"[6, 8, 11, 13, 15, 17, 20, 22, 24, 27, 29, 31, 33, 35, 36, 38, 40, 42, 46]",7,24
-1.46E+13,-00004d59-3500-0400-0000-00000052c703,1,Lebuhraya Tebrau,50,36.23,37.9,2024/8/8,15,2,1,19.5,37.6,19,"[{'latitude': 1.47477, 'longitude': 103.76302}, {'latitude': 1.47463, 'longitude': 103.76305}, {'latitude': 1.47445, 'longitude': 103.76303}]",12.02,37582,6.68,3.47,1,"[6, 12, 17, 21, 24, 27, 30, 33, 35, 38, 40, 42, 45, 48, 51, 54, 58, 62, 69]",15,37
-1.46E+13,-00004d59-3500-0400-0000-00000052c9d4,3,Jalan Lingkaran Dalam,50,7.09,25.6,2024/8/8,9,2,1,13.6,24.9,13.2,"[{'latitude': 1.47272, 'longitude': 103.75534}, {'latitude': 1.47278, 'longitude': 103.75536}]",3.68,3517,1.88,1.03,1,"[5, 9, 12, 15, 17, 19, 21, 22, 23, 25, 26, 28, 29, 31, 33, 35, 38, 41, 50]",9,34
-1.46E+13,-00004d59-3500-0400-0000-00000052ca03,3,Jalan Lingkaran Dalam,50,11.66,67.5,2024/8/8,7,2,1,63.2,68,15.5,"[{'latitude': 1.47255, 'longitude': 103.75535}, {'latitude': 1.4726, 'longitude': 103.75544}]",0.23,30459,0.66,0.62,1,"[43, 48, 51, 54, 57, 59, 61, 63, 66, 68, 70, 72, 74, 76, 79, 81, 83, 87, 92]",7,35
-1.46E+13,-00004d59-3500-0400-0000-00000052ca16,3,Jalan Stulang Darat,50,89.16,45.2,2024/8/8,18,2,1,33,46.8,15.4,"[{'latitude': 1.47274, 'longitude': 103.7781}, {'latitude': 1.47264, 'longitude': 103.77797}, {'latitude': 1.47259, 'longitude': 103.77791}, {'latitude': 1.47249, 'longitude': 103.7778}, {'latitude': 1.47223, 'longitude': 103.77748}]",14.92,6837,9.74,6.86,1,"[16, 25, 30, 34, 37, 39, 42, 43, 45, 47, 48, 50, 51, 53, 54, 56, 59, 62, 67]",18,18
-1.46E+13,-00004d59-3500-0400-0000-00000052ca47,5,Jalan Abdul Samad,50,53.01,45.9,2024/8/8,6:00:00,2,1,29.7,47.8,13.9,"[{'latitude': 1.47293, 'longitude': 103.74315}, {'latitude': 1.47246, 'longitude': 103.74305}]",14.44,782,6.42,3.99,1,"[16, 28, 34, 37, 40, 42, 44, 45, 46, 48, 49, 51, 52, 53, 54, 56, 58, 62, 66]",6,27
-1.46E+13,-00004d59-3500-0400-0000-00000052cb26,3,Jalan Stulang Darat,50,69.09,54.2,2024/8/8,20,2,1,38.6,56,16.5,"[{'latitude': 1.47159, 'longitude': 103.77671}, {'latitude': 1.4712, 'longitude': 103.77622}]",12.07,6892,6.44,4.44,1,"[21, 32, 40, 44, 47, 49, 51, 53, 55, 56, 58, 59, 61, 62, 64, 66, 69, 72, 77]",20,19
-1.46E+13,-00004d59-3500-0400-0000-00000052cb88,1,Lebuhraya Tebrau,50,16.69,43.8,2024/8/8,14,2,1,31.5,44.1,12.3,"[{'latitude': 1.4712, 'longitude': 103.76211}, {'latitude': 1.47111, 'longitude': 103.76199}]",9.08,1380,1.91,1.36,1,"[21, 29, 33, 35, 37, 39, 40, 41, 43, 44, 45, 47, 48, 49, 51, 53, 55, 58, 64]",14,32
-1.46E+13,-00004d59-3500-0400-0000-00000052cbda,1,Lebuhraya Tebrau,50,41.07,53.1,2024/8/8,13,2,1,45.1,55,12.6,"[{'latitude': 1.47067, 'longitude': 103.76152}, {'latitude': 1.4708, 'longitude': 103.76155}, {'latitude': 1.471, 'longitude': 103.76168}]",4.22,5026,3.28,2.69,1,"[26, 38, 43, 46, 48, 50, 52, 53, 54, 55, 56, 57, 58, 59, 61, 62, 64, 66, 69]",13,32
-1.46E+13,-00004d59-3500-0400-0000-00000052ce33,1,Jalan Tun Abdul Razak,50,27.38,58.6,2024/8/8,10,2,1,35.4,62.7,19.8,"[{'latitude': 1.4679, 'longitude': 103.75842}, {'latitude': 1.46769, 'longitude': 103.75854}]",5.86,18180,2.79,1.57,1,"[12, 29, 40, 47, 51, 54, 57, 59, 61, 63, 64, 66, 68, 70, 71, 73, 76, 79, 84]",10,30
-1.46E+13,-00004d59-3500-0400-0000-00000052cf50,1,Jalan Tun Abdul Razak,50,18.51,52.8,2024/8/8,7,2,1,40.3,52.6,13.2,"[{'latitude': 1.46644, 'longitude': 103.7596}, {'latitude': 1.46649, 'longitude': 103.75952}, {'latitude': 1.46653, 'longitude': 103.75946}]",5.04,17662,1.65,1.27,1,"[32, 39, 42, 44, 46, 47, 49, 50, 51, 53, 54, 55, 57, 58, 60, 62, 65, 69, 75]",7,26
-1.46E+13,-00004d59-3500-0400-0000-00000052cf5c,4,Jalan Yahya Awal,30,15.02,37.8,2024/8/8,10,2,1,29.1,38.7,10.9,"[{'latitude': 1.46637, 'longitude': 103.75277}, {'latitude': 1.46626, 'longitude': 103.75284}]",3.39,9455,1.86,1.4,1,"[17, 24, 28, 31, 32, 34, 35, 37, 38, 39, 40, 41, 42, 43, 45, 46, 48, 50, 54]",10,33
-1.46E+13,-00004d59-3500-0400-0000-00000052cfa0,1,Jalan Tun Abdul Razak,50,33.9,39,2024/8/8,8,2,1,24.5,42,17.3,"[{'latitude': 1.46617, 'longitude': 103.76102}, {'latitude': 1.46618, 'longitude': 103.76113}, {'latitude': 1.46617, 'longitude': 103.76122}, {'latitude': 1.46616, 'longitude': 103.76133}]",7.42,17827,4.98,2.91,1,"[8, 16, 17, 20, 24, 30, 34, 37, 40, 42, 44, 46, 48, 50, 52, 54, 57, 60, 64]",8,26
-1.46E+13,-00004d59-3500-0400-0000-00000052cfa7,1,Jalan Tun Abdul Razak,50,11.82,36.7,2024/8/8,9,2,1,18.3,40.3,18.6,"[{'latitude': 1.46616, 'longitude': 103.76133}, {'latitude': 1.46613, 'longitude': 103.76143}]",3.93,17853,2.32,1.06,1,"[5, 8, 12, 16, 20, 27, 32, 35, 38, 40, 43, 45, 47, 49, 51, 53, 56, 59, 63]",9,25
-1.46E+13,-00004d59-3500-0400-0000-00000052cfc4,1,Jalan Tun Abdul Razak,50,12.35,52.7,2024/8/8,11,2,1,48,51.4,11.9,"[{'latitude': 1.466, 'longitude': 103.76147}, {'latitude': 1.46603, 'longitude': 103.76136}]",0.75,4386,0.93,0.86,1,"[36, 40, 43, 44, 46, 47, 48, 49, 50, 51, 52, 54, 55, 57, 59, 61, 64, 69, 74]",11,25
-1.46E+13,-00004d59-3500-0400-0000-00000052d011,4,Jalan Yahya Awal,30,10.02,34.2,2024/8/8,7,2,1,24,34.6,12.2,"[{'latitude': 1.46556, 'longitude': 103.75339}, {'latitude': 1.46563, 'longitude': 103.75333}]",2.96,4739,1.51,1.04,1,"[12, 19, 23, 25, 27, 28, 30, 32, 33, 35, 36, 37, 39, 40, 42, 44, 46, 49, 55]",7,33
-1.46E+13,-00004d59-3500-0400-0000-00000052d024,1,Jalan Tun Abdul Razak,50,85.55,37.3,2024/8/8,18,2,1,34.4,35.2,10.4,"[{'latitude': 1.46566, 'longitude': 103.76215}, {'latitude': 1.46574, 'longitude': 103.76202}, {'latitude': 1.46582, 'longitude': 103.7619}, {'latitude': 1.46588, 'longitude': 103.76178}, {'latitude': 1.46595, 'longitude': 103.76162}, {'latitude': 1.466, 'longitude': 103.76147}]",3.9,4051,8.97,8.75,1,"[25, 28, 29, 30, 31, 32, 33, 33, 34, 35, 36, 37, 39, 40, 42, 44, 47, 51, 56]",18,25
-1.46E+13,-00004d59-3500-0400-0000-00000052d091,5,Jalan Wong Ah Fook,50,10.29,33.7,2024/8/8,9,2,1,23.8,33.6,10.9,"[{'latitude': 1.46501, 'longitude': 103.76161}, {'latitude': 1.46509, 'longitude': 103.76156}]",3.73,25006,1.56,1.1,1,"[15, 21, 24, 26, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 40, 41, 44, 47, 51]",9,25
-1.46E+13,-00004d59-3500-0400-0000-00000052d0bf,5,Jalan Gertak Merah,50,16.05,36.1,2024/8/8,9:00:00,2,1,32.3,36.6,8.2,"[{'latitude': 1.4646, 'longitude': 103.75662}, {'latitude': 1.46463, 'longitude': 103.75666}, {'latitude': 1.46469, 'longitude': 103.75673}]",1.59,7740,1.79,1.58,1,"[21, 27, 30, 31, 32, 33, 34, 35, 36, 37, 37, 38, 39, 40, 41, 42, 43, 45, 48]",9,28
-1.46E+13,-00004d59-3500-0400-0000-00000052d0ef,5,Jalan Abdul Samad,50,42.56,35.1,2024/8/8,18:00:00,2,1,24.6,35.6,11.5,"[{'latitude': 1.46452, 'longitude': 103.74405}, {'latitude': 1.46434, 'longitude': 103.74414}, {'latitude': 1.46417, 'longitude': 103.74423}]",13.11,1288,6.22,4.3,1,"[15, 20, 25, 27, 29, 30, 32, 33, 34, 36, 37, 38, 39, 41, 42, 44, 46, 49, 53]",18,25
-1.46E+13,-00004d59-3500-0400-0000-00000052d151,5,Jalan Gertak Merah,50,13.42,22.6,2024/8/8,8:00:00,2,1,7.1,23.7,13.1,"[{'latitude': 1.46357, 'longitude': 103.7556}, {'latitude': 1.46349, 'longitude': 103.75551}]",14.37,671,6.78,2.04,1,"[1, 4, 6, 10, 14, 16, 18, 20, 22, 24, 26, 27, 28, 29, 31, 33, 35, 39, 42]",8,27
-1.46E+13,-00004d59-3500-0400-0000-00000052d219,4,Jalan Gertak Merah,30,13.7,38.7,2024/8/8,10:00:00,2,1,31.1,39,14.8,"[{'latitude': 1.46207, 'longitude': 103.7565}, {'latitude': 1.46217, 'longitude': 103.75642}]",1.21,4007,1.59,1.26,1,"[16, 20, 23, 25, 26, 29, 31, 33, 36, 39, 42, 44, 46, 48, 50, 52, 55, 58, 61]",10,24
-1.46E+13,-00004d59-3500-0400-0000-00000052d295,5,Jalan Gertak Merah,50,29.45,46.9,2024/8/8,11:00:00,2,1,40.2,48.7,11.5,"[{'latitude': 1.46134, 'longitude': 103.75315}, {'latitude': 1.46152, 'longitude': 103.75334}]",2.82,4027,2.63,2.18,1,"[23, 31, 37, 40, 42, 44, 45, 47, 48, 49, 50, 51, 52, 53, 54, 55, 57, 59, 63]",11,27
-1.46E+13,-00004d59-3500-0400-0000-00000052d308,5,Jalan Gertak Merah,50,21.31,46.2,2024/8/8,12:00:00,2,1,42.1,47.5,9.9,"[{'latitude': 1.46078, 'longitude': 103.75273}, {'latitude': 1.46095, 'longitude': 103.75281}]",1.2,3715,1.82,1.62,1,"[26, 34, 38, 40, 42, 43, 45, 46, 47, 48, 48, 49, 50, 51, 52, 53, 55, 57, 60]",12,25
-1.46E+13,-00004d59-3500-0400-0000-00000052d32b,5,Jalan Gertak Merah,50,25.38,46.1,2024/8/8,13:00:00,2,1,42.2,47.5,9.9,"[{'latitude': 1.46055, 'longitude': 103.75268}, {'latitude': 1.46078, 'longitude': 103.75273}]",1.14,3713,2.16,1.92,1,"[26, 33, 38, 40, 42, 43, 45, 46, 47, 48, 48, 49, 50, 51, 52, 53, 55, 57, 60]",13,25
-1.46E+13,-00004d59-3500-0400-0000-00000052d343,3,Jalan Tanjung Puteri,50,10.69,29.6,2024/8/8,9,2,1,14.2,31.1,14.8,"[{'latitude': 1.46041, 'longitude': 103.76928}, {'latitude': 1.46037, 'longitude': 103.7692}]",6.4,23166,2.71,1.24,1,"[5, 8, 11, 15, 18, 21, 24, 26, 29, 31, 33, 35, 37, 39, 41, 43, 45, 48, 52]",9,17
-1.46E+13,-00004d59-3500-0400-0000-00000052d358,3,Jalan Tanjung Puteri,50,16,30,2024/8/8,8,2,1,14.9,31.3,14.8,"[{'latitude': 1.46037, 'longitude': 103.7692}, {'latitude': 1.46028, 'longitude': 103.76908}]",8,23184,3.86,1.84,1,"[5, 9, 13, 16, 18, 21, 24, 27, 29, 31, 33, 35, 37, 39, 41, 43, 45, 48, 53]",8,17
-1.46E+13,-00004d59-3500-0400-0000-0000017e952c,4,Jalan Ayer Molek,50,33.04,22,2024/8/10,10:00:00,2,1,7.9,20.6,17.2,"[{'latitude': 1.45808, 'longitude': 103.75899}, {'latitude': 1.45837, 'longitude': 103.75893}]",17.74,2879,15.1,5.77,1,"[2, 3, 4, 4, 5, 7, 9, 13, 17, 21, 23, 26, 28, 31, 34, 38, 43, 47, 53]",10,20
-1.46E+13,-00004d59-3500-0400-0000-0000017e952d,4,Jalan Ayer Molek,50,40.95,29.6,2024/8/10,9:00:00,2,1,16.9,30,14.7,"[{'latitude': 1.45772, 'longitude': 103.75907}, {'latitude': 1.45794, 'longitude': 103.75902}, {'latitude': 1.45808, 'longitude': 103.75899}]",11.57,2838,8.7,4.91,1,"[5, 8, 12, 17, 20, 23, 25, 27, 28, 30, 31, 33, 35, 36, 39, 41, 45, 48, 54]",9,20
-1.46E+13,-00004d59-3500-0400-0000-0000017e953e,4,Jalan Ayer Molek,30,8.06,36.1,2024/8/10,13:00:00,2,1,26.6,35,15.6,"[{'latitude': 1.46202, 'longitude': 103.75655}, {'latitude': 1.46207, 'longitude': 103.7565}]",1.13,4725,1.09,0.83,1,"[13, 16, 19, 22, 24, 26, 28, 30, 32, 35, 38, 41, 43, 46, 48, 51, 53, 56, 61]",13,24
-1.46E+13,-00004d59-3500-0400-0000-00000052d499,4,Jalan Ayer Molek,50,49.7,32,2024/8/10,12:00:00,2,1,24.8,31.4,11.8,"[{'latitude': 1.45837, 'longitude': 103.75893}, {'latitude': 1.45853, 'longitude': 103.75889}, {'latitude': 1.45881, 'longitude': 103.75884}]",7.48,3507,7.22,5.7,1,"[11, 18, 22, 24, 26, 27, 28, 30, 30, 31, 32, 33, 35, 36, 38, 40, 43, 47, 53]",12,20
-1.46E+13,-00004d59-3500-0400-0000-00000185fe59,4,Jalan Ayer Molek,50,22.1,38,2024/8/10,11:00:00,2,1,27.3,39.2,13.5,"[{'latitude': 1.45742, 'longitude': 103.75913}, {'latitude': 1.45762, 'longitude': 103.75909}]",4.06,2983,2.91,2.03,1,"[12, 19, 24, 28, 31, 33, 35, 37, 38, 39, 41, 42, 44, 45, 47, 48, 51, 53, 58]",11,19
-1.46E+13,-00004d59-3500-0400-0000-00000052d53c,5,Jalan Gertak Merah,50,90.4,31.2,2024/8/8,19:00:00,2,1,25.1,31.3,10.8,"[{'latitude': 1.45751, 'longitude': 103.75211}, {'latitude': 1.45832, 'longitude': 103.75207}]",13.29,4117,12.95,10.4,1,"[14, 19, 21, 23, 24, 26, 27, 29, 30, 31, 33, 33, 34, 36, 37, 39, 41, 44, 49]",19,23
14580014314750.0,00004d59-3500-0400-0000-00000052d499,4,Jalan Ayer Molek,50,49.7,31,2024/8/11,10:00:00,2,1,16.8,32.6,17.3,"[{'latitude': 1.45881, 'longitude': 103.75884}, {'latitude': 1.45853, 'longitude': 103.75889}, {'latitude': 1.45837, 'longitude': 103.75893}]",11.64,3830,10.64,5.49,1,"[5, 7, 9, 11, 15, 19, 24, 27, 30, 33, 36, 38, 41, 43, 45, 47, 49, 52, 56]",10,20
14580015062731.0,00004d59-3500-0400-0000-0000017e952c,4,Jalan Ayer Molek,50,33.04,33.9,2024/8/11,9:00:00,2,1,27.4,32.1,12.3,"[{'latitude': 1.45837, 'longitude': 103.75893}, {'latitude': 1.45808, 'longitude': 103.75899}]",4.69,4632,4.35,3.71,1,"[15, 20, 23, 25, 26, 27, 28, 29, 31, 32, 34, 36, 37, 40, 42, 44, 47, 50, 55]",9,20
-1.46E+13,-00004d59-3500-0400-0000-0000017e9528,4,Jalan Ayer Molek,50,10.96,36.6,2024/8/11,11:00:00,2,1,24.9,37.2,13.1,"[{'latitude': 1.45762, 'longitude': 103.75909}, {'latitude': 1.45772, 'longitude': 103.75907}]",3.74,2892,1.59,1.06,1,"[14, 20, 24, 26, 29, 31, 32, 34, 36, 37, 39, 40, 42, 43, 45, 47, 49, 52, 57]",11,19
14580014563370.0,00004d59-3500-0400-0000-0000017e952d,4,Jalan Ayer Molek,50,40.95,37,2024/8/11,12:00:00,2,1,30.8,36.4,11,"[{'latitude': 1.45808, 'longitude': 103.75899}, {'latitude': 1.45794, 'longitude': 103.75902}, {'latitude': 1.45772, 'longitude': 103.75907}]",7.27,4608,4.79,4.05,1,"[19, 24, 27, 29, 31, 32, 33, 34, 35, 36, 38, 39, 40, 42, 43, 45, 47, 51, 55]",12,20
14580013406238.0,00004d59-3500-0400-0000-0000017e9528,4,Jalan Ayer Molek,50,10.96,38.4,2024/8/11,13:00:00,2,1,30.5,38.5,11.2,"[{'latitude': 1.45772, 'longitude': 103.75907}, {'latitude': 1.45762, 'longitude': 103.75909}]",2.61,4641,1.29,1.02,1,"[19, 25, 28, 31, 32, 34, 35, 36, 37, 39, 40, 41, 42, 43, 45, 47, 49, 52, 56]",13,19
-1.46E+13,-00004d59-3500-0400-0000-00000052d5b1,4,Jalan Ayer Molek,50,18.19,41.9,2024/8/8,9:00:00,2,1,33.2,42.7,12.9,"[{'latitude': 1.45693, 'longitude': 103.75922}, {'latitude': 1.45709, 'longitude': 103.75919}]",2.52,2917,1.98,1.53,1,"[18, 25, 30, 33, 35, 37, 39, 40, 42, 43, 44, 46, 47, 48, 50, 52, 54, 57, 62]",9,18
-1.46E+13,-00004d59-3500-0400-0000-00000053cdaf,4,Jalan Mahmoodiah,50,8.39,16,2024/8/8,18,2,1,6.2,14.3,11.6,"[{'latitude': 1.46558, 'longitude': 103.75327}, {'latitude': 1.46563, 'longitude': 103.75333}]",7.8,1740,4.84,2.11,1,"[2, 3, 4, 5, 6, 7, 9, 11, 13, 14, 16, 18, 20, 22, 24, 26, 28, 32, 37]",18,33
-1.46E+13,-00004d59-3500-0400-0000-00000053d449,1,Lebuhraya Tebrau,50,60.43,34.6,2024/8/8,7,2,1,17.3,35,18.3,"[{'latitude': 1.47416, 'longitude': 103.76297}, {'latitude': 1.47393, 'longitude': 103.76293}, {'latitude': 1.4738, 'longitude': 103.76291}, {'latitude': 1.47363, 'longitude': 103.76287}]",19.07,37854,12.61,6.22,1,"[4, 9, 15, 19, 22, 24, 27, 29, 32, 35, 38, 40, 42, 45, 47, 49, 52, 56, 64]",7,37
-1.46E+13,-00004d59-3500-0400-0000-0000005679f7,1,Lebuhraya Tebrau,50,62.12,39.1,2024/8/8,10,2,1,33.4,39.6,9.9,"[{'latitude': 1.46884, 'longitude': 103.76091}, {'latitude': 1.46871, 'longitude': 103.76088}, {'latitude': 1.46847, 'longitude': 103.76082}, {'latitude': 1.46837, 'longitude': 103.76079}, {'latitude': 1.4683, 'longitude': 103.76078}]",6.59,4709,6.69,5.65,1,"[21, 28, 31, 33, 34, 35, 37, 38, 39, 40, 41, 42, 43, 44, 45, 47, 48, 50, 54]",10,29
-1.46E+13,-00004d59-3500-0400-0000-00000056808b,5,Jalan Gertak Merah,50,172.69,44.9,2024/8/8,14:00:00,2,1,35.2,47.9,13.8,"[{'latitude': 1.46152, 'longitude': 103.75334}, {'latitude': 1.46171, 'longitude': 103.75356}, {'latitude': 1.46258, 'longitude': 103.75449}]",16,4011,17.69,12.98,1,"[13, 24, 31, 36, 40, 42, 44, 45, 47, 48, 49, 50, 51, 53, 54, 55, 57, 59, 62]",14,28
-1.46E+13,-00004d59-3500-0400-0000-0000005680af,4,Jalan Yahya Awal,30,18.43,27.5,2024/8/8,9,2,1,20.7,27.2,10.2,"[{'latitude': 1.46339, 'longitude': 103.75532}, {'latitude': 1.46346, 'longitude': 103.75525}, {'latitude': 1.46351, 'longitude': 103.7552}]",4.21,3397,3.21,2.44,1,"[9, 15, 19, 21, 22, 24, 25, 26, 26, 27, 28, 29, 30, 31, 33, 34, 37, 40, 45]",9,28
-1.46E+13,-00004d59-3500-0400-0000-000000569d2c,4,Jalan Yahya Awal,30,37.27,28.7,2024/8/8,8,2,1,22.3,28.1,9.1,"[{'latitude': 1.46724, 'longitude': 103.75227}, {'latitude': 1.46709, 'longitude': 103.75235}, {'latitude': 1.46694, 'longitude': 103.75243}]",11.9,9822,6.01,4.77,1,"[15, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 36, 37, 40, 44]",8,32
-1.46E+13,-00004d59-3500-0400-0000-000000569d57,3,Jalan Lingkaran Dalam,50,104.1,69.6,2024/8/8,10,2,1,65.5,70.2,15.2,"[{'latitude': 1.47211, 'longitude': 103.75452}, {'latitude': 1.47255, 'longitude': 103.75535}]",1.96,30345,5.72,5.34,1,"[45, 51, 54, 57, 59, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 85, 88, 93]",10,37
