segmentId,newSegmentId,frc,streetName,speedLimit,distance,averageSpeed,date,time,timeSet,dateRange,harmonicAverageSpeed,medianSpeed,standardDeviationSpeed,shape,travelTimeStandardDeviation,sampleSize,averageTravelTime,medianTravelTime,travelTimeRatio,speedPercentiles,hour,POI
14580014609560.0,00004d59-3500-0400-0000-00000184653d,3,Jalan Lingkaran Dalam,50,76.85,51.6,2024/8/23,11,2,1,46.9,50.5,14.4,"[{'latitude': 1.47033, 'longitude': 103.75188}, {'latitude': 1.47046, 'longitude': 103.75207}, {'latitude': 1.47061, 'longitude': 103.7523}, {'latitude': 1.4707, 'longitude': 103.75247}]",2.47,9048,5.9,5.48,1,"[29, 35, 39, 42, 44, 45, 47, 48, 49, 51, 52, 53, 55, 57, 59, 62, 65, 68, 75]",11,35
14580012683735.0,00004d59-3500-0400-0000-0000018472f4,5,Jalan Tun Abdul Razak,50,141.18,12.4,2024/8/14,19,2,1,7.6,9.5,9.8,"[{'latitude': 1.46428, 'longitude': 103.76305}, {'latitude': 1.46391, 'longitude': 103.76327}, {'latitude': 1.46385, 'longitude': 103.7633}, {'latitude': 1.46317, 'longitude': 103.76367}]",48.99,487,66.86,53.5,1,"[3, 4, 4, 5, 6, 7, 7, 8, 9, 10, 11, 12, 14, 15, 17, 19, 21, 24, 28]",19,25
14580013165324.0,00004d59-3500-0400-0000-0000018482dc,1,Jalan Tun Abdul Razak,70,95.61,44.7,2024/8/14,21,2,1,42.5,44.9,8.5,"[{'latitude': 1.45768, 'longitude': 103.76681}, {'latitude': 1.4576, 'longitude': 103.76674}, {'latitude': 1.45748, 'longitude': 103.76664}, {'latitude': 1.45738, 'longitude': 103.76657}, {'latitude': 1.45724, 'longitude': 103.76648}, {'latitude': 1.45696, 'longitude': 103.76634}]",3.02,7042,8.1,7.67,1,"[33, 37, 39, 40, 41, 42, 43, 43, 44, 45, 46, 46, 47, 48, 49, 50, 51, 53, 56]",21,15
14580030913504.0,00004d59-3500-0400-0000-0000018498da,0,Lebuhraya Eastern Dispersal Link,90,42.25,77.7,2024/8/9,17,2,1,59,80,22.8,"[{'latitude': 1.4826, 'longitude': 103.78317}, {'latitude': 1.4827, 'longitude': 103.78322}, {'latitude': 1.48284, 'longitude': 103.78329}, {'latitude': 1.48295, 'longitude': 103.78333}]",3.6,15365,2.58,1.9,1,"[35, 51, 57, 61, 65, 69, 72, 75, 78, 80, 83, 85, 88, 91, 93, 96, 99, 103, 109]",17,16
14580012687096.0,00004d59-3500-0400-0000-0000018498db,0,Lebuhraya Eastern Dispersal Link,90,44.5,73.7,2024/8/9,16,2,1,57.7,74.7,22.3,"[{'latitude': 1.48295, 'longitude': 103.78333}, {'latitude': 1.48309, 'longitude': 103.78341}, {'latitude': 1.48319, 'longitude': 103.78346}, {'latitude': 1.4833, 'longitude': 103.78352}]",3.49,61387,2.78,2.14,1,"[34, 47, 53, 57, 61, 64, 67, 70, 72, 75, 77, 80, 83, 86, 89, 93, 96, 101, 107]",16,16
14580014351005.0,00004d59-3500-0400-0000-0000018498e7,0,Lebuhraya Eastern Dispersal Link,90,57.83,83.3,2024/8/9,15,2,1,73.7,83.5,16.2,"[{'latitude': 1.48338, 'longitude': 103.78372}, {'latitude': 1.48333, 'longitude': 103.78369}, {'latitude': 1.48318, 'longitude': 103.78361}, {'latitude': 1.48292, 'longitude': 103.78348}]",5.51,55496,2.83,2.49,1,"[58, 65, 68, 71, 74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 99, 103, 108]",15,16
14580014561496.0,00004d59-3500-0400-0000-00000184ecac,3,Jalan Lingkaran Dalam,50,104.7,75.8,2024/8/23,10,2,1,72.8,76.2,13.8,"[{'latitude': 1.46882, 'longitude': 103.74973}, {'latitude': 1.46931, 'longitude': 103.75054}]",1.42,26007,5.18,4.95,1,"[53, 58, 62, 64, 67, 69, 71, 73, 74, 76, 78, 80, 82, 84, 85, 87, 90, 93, 97]",10,31
14580014589326.0,00004d59-3500-0400-0000-00000184f8ff,1,Jalan Abu Bakar,60,21.27,76.8,2024/8/12,9:00:00,2,1,72,76.7,17.1,"[{'latitude': 1.45973, 'longitude': 103.73747}, {'latitude': 1.45968, 'longitude': 103.73765}]",0.43,55813,1.06,1,1,"[49, 55, 60, 63, 66, 68, 71, 73, 75, 77, 79, 81, 83, 85, 88, 90, 94, 98, 105]",9,10
14580014352354.0,00004d59-3500-0400-0000-00000184f900,1,Jalan Abu Bakar,60,28.16,76.1,2024/8/12,8:00:00,2,1,71.3,75.7,17.3,"[{'latitude': 1.45968, 'longitude': 103.73765}, {'latitude': 1.45962, 'longitude': 103.7379}]",0.55,55800,1.42,1.34,1,"[48, 54, 59, 62, 65, 67, 70, 72, 74, 76, 78, 80, 82, 85, 87, 90, 94, 98, 105]",8,11
14580014166520.0,00004d59-3500-0400-0000-00000185062c,1,Jalan Abu Bakar,60,24.19,75,2024/8/13,8:00:00,2,1,69.9,74.9,16.4,"[{'latitude': 1.45938, 'longitude': 103.73888}, {'latitude': 1.45935, 'longitude': 103.73899}, {'latitude': 1.45932, 'longitude': 103.73909}]",0.84,54075,1.25,1.16,1,"[48, 56, 60, 63, 65, 68, 70, 71, 73, 75, 77, 79, 81, 83, 85, 88, 91, 95, 101]",8,11
14580014166519.0,00004d59-3500-0400-0000-00000185062d,1,Jalan Abu Bakar,60,20.91,74.4,2024/8/13,9:00:00,2,1,69.2,74.2,17.2,"[{'latitude': 1.45932, 'longitude': 103.73909}, {'latitude': 1.4593, 'longitude': 103.7392}, {'latitude': 1.45928, 'longitude': 103.73927}]",0.72,34006,1.09,1.01,1,"[46, 53, 58, 61, 64, 66, 68, 70, 72, 74, 76, 78, 80, 83, 85, 88, 91, 96, 102]",9,11
14580015122174.0,00004d59-3500-0400-0000-000001850646,1,Jalan Abu Bakar,60,16.41,71.9,2024/8/13,10:00:00,2,1,67.4,70.8,15.7,"[{'latitude': 1.45936, 'longitude': 103.73828}, {'latitude': 1.45939, 'longitude': 103.73813}]",0.63,47646,0.88,0.83,1,"[49, 54, 57, 60, 62, 64, 66, 67, 69, 71, 73, 75, 77, 79, 82, 84, 88, 92, 99]",10,11
14580014352355.0,00004d59-3500-0400-0000-000001850647,1,Jalan Abu Bakar,60,60.56,73,2024/8/14,8:00:00,2,1,68.3,72.1,15.9,"[{'latitude': 1.45939, 'longitude': 103.73813}, {'latitude': 1.45952, 'longitude': 103.73761}]",2.13,47266,3.19,3.02,1,"[49, 55, 58, 61, 63, 65, 67, 69, 70, 72, 74, 76, 78, 80, 83, 86, 89, 93, 100]",8,11
14580015206937.0,00004d59-3500-0400-0000-000001850e58,1,Lebuhraya Tebrau,70,17.82,46,2024/8/15,7,2,1,33.9,47,18.2,"[{'latitude': 1.48418, 'longitude': 103.76539}, {'latitude': 1.48433, 'longitude': 103.76544}]",2.15,30223,1.89,1.36,1,"[16, 23, 27, 29, 32, 35, 39, 42, 45, 47, 49, 52, 54, 56, 58, 61, 64, 68, 75]",7,30
14580015206938.0,00004d59-3500-0400-0000-000001850e59,5,Jalan Serampang,50,18.09,23.6,2024/8/13,8,2,1,15.5,24.8,9.7,"[{'latitude': 1.48402, 'longitude': 103.76542}, {'latitude': 1.48418, 'longitude': 103.76539}]",5.05,6166,4.2,2.63,1,"[5, 8, 13, 17, 19, 21, 22, 23, 24, 25, 26, 26, 27, 28, 29, 30, 32, 34, 38]",8,30
14580014148659.0,00004d59-3500-0400-0000-000001850e5a,5,Jalan Serampang,50,21.63,24.4,2024/8/13,9,2,1,9.2,24.1,13.3,"[{'latitude': 1.48386, 'longitude': 103.7653}, {'latitude': 1.48402, 'longitude': 103.76542}]",17.52,7165,8.49,3.23,1,"[2, 5, 10, 14, 17, 19, 20, 22, 23, 24, 25, 27, 28, 30, 32, 35, 37, 41, 46]",9,30
14580014148660.0,00004d59-3500-0400-0000-000001850e5b,5,Jalan Serampang,50,9.78,29.8,2024/8/13,18,2,1,19,29.5,12.5,"[{'latitude': 1.48402, 'longitude': 103.76542}, {'latitude': 1.48404, 'longitude': 103.7655}]",3.19,7622,1.85,1.19,1,"[7, 14, 19, 22, 24, 25, 26, 27, 28, 30, 31, 32, 33, 35, 36, 38, 41, 45, 51]",18,29
14580015834500.0,00004d59-3500-0400-0000-000001851357,5,Lebuhraya Tebrau,50,101.94,34.7,2024/8/15,10,2,1,31.8,34.9,7.5,"[{'latitude': 1.467, 'longitude': 103.76096}, {'latitude': 1.46713, 'longitude': 103.76086}, {'latitude': 1.4673, 'longitude': 103.76074}, {'latitude': 1.4674, 'longitude': 103.7607}, {'latitude': 1.46754, 'longitude': 103.76063}, {'latitude': 1.46768, 'longitude': 103.76059}, {'latitude': 1.46782, 'longitude': 103.76055}]",6.49,9440,11.53,10.52,1,"[22, 27, 29, 30, 31, 32, 33, 33, 34, 35, 36, 36, 37, 38, 39, 40, 41, 43, 46]",10,29
14580015141744.0,00004d59-3500-0400-0000-000001851358,1,Lebuhraya Tebrau,50,28.03,34.6,2024/8/15,11,2,1,30.8,34.5,8.4,"[{'latitude': 1.46782, 'longitude': 103.76055}, {'latitude': 1.46786, 'longitude': 103.76055}, {'latitude': 1.46797, 'longitude': 103.76056}, {'latitude': 1.46802, 'longitude': 103.76057}, {'latitude': 1.46807, 'longitude': 103.76058}]",2.97,11832,3.28,2.92,1,"[21, 25, 28, 29, 30, 31, 32, 33, 34, 35, 35, 36, 37, 38, 39, 40, 42, 44, 48]",11,28
14580012535382.0,00004d59-3500-0400-0000-0000018513ae,3,Jalan Lingkaran Dalam,50,8.69,69.1,2024/8/23,7,2,1,60.1,70.8,17.8,"[{'latitude': 1.47015, 'longitude': 103.76766}, {'latitude': 1.47009, 'longitude': 103.76771}]",0.75,12990,0.52,0.44,1,"[37, 45, 51, 55, 58, 61, 64, 66, 69, 71, 73, 75, 77, 79, 81, 84, 86, 90, 95]",7,33
14580013181357.0,00004d59-3500-0400-0000-0000018513bd,1,Lebuhraya Tebrau,50,204.78,36.8,2024/8/15,12,2,1,33.2,37.3,9.1,"[{'latitude': 1.46645, 'longitude': 103.75981}, {'latitude': 1.46645, 'longitude': 103.7599}, {'latitude': 1.46645, 'longitude': 103.75999}, {'latitude': 1.46647, 'longitude': 103.76007}, {'latitude': 1.46649, 'longitude': 103.76013}, {'latitude': 1.46651, 'longitude': 103.7602}, {'latitude': 1.46654, 'longitude': 103.76023}, {'latitude': 1.46657, 'longitude': 103.76028}, {'latitude': 1.46663, 'longitude': 103.76035}, {'latitude': 1.46664, 'longitude': 103.76036}, {'latitude': 1.46669, 'longitude': 103.76041}, {'latitude': 1.46674, 'longitude': 103.76044}, {'latitude': 1.4668, 'longitude': 103.76047}, {'latitude': 1.46684, 'longitude': 103.76048}, {'latitude': 1.46693, 'longitude': 103.76048}, {'latitude': 1.46701, 'longitude': 103.76048}, {'latitude': 1.46715, 'longitude': 103.76047}, {'latitude': 1.46737, 'longitude': 103.76046}, {'latitude': 1.46754, 'longitude': 103.76046}, {'latitude': 1.46766, 'longitude': 103.76047}, {'latitude': 1.46774, 'longitude': 103.76049}, {'latitude': 1.46782, 'longitude': 103.76055}]",12.43,2027,22.18,19.76,1,"[21, 26, 29, 31, 32, 34, 35, 35, 36, 37, 38, 39, 40, 41, 42, 43, 45, 47, 50]",12,28
14580012535119.0,00004d59-3500-0400-0000-000001851480,5,Jalan Harimau,50,5.61,18.6,2024/8/11,9:00:00,2,1,3.9,18.5,11.8,"[{'latitude': 1.48002, 'longitude': 103.76407}, {'latitude': 1.48001, 'longitude': 103.76412}]",14.46,8236,5.17,1.09,1,"[1, 2, 6, 8, 10, 12, 14, 16, 17, 19, 20, 21, 22, 24, 25, 27, 30, 33, 39]",9,36
14580013322362.0,00004d59-3500-0400-0000-000001851488,0,Lebuhraya Eastern Dispersal Link,90,47.74,78,2024/8/9,14,2,1,70.8,79.9,17.2,"[{'latitude': 1.47039, 'longitude': 103.77484}, {'latitude': 1.47067, 'longitude': 103.77516}]",1.75,11173,2.43,2.15,1,"[44, 57, 63, 67, 70, 72, 74, 76, 78, 80, 82, 84, 85, 87, 89, 91, 94, 97, 102]",14,22
14580014447600.0,00004d59-3500-0400-0000-000001851be0,1,Lebuhraya Tebrau,50,155.28,45.8,2024/8/15,13,2,1,34.5,47.8,16.6,"[{'latitude': 1.47592, 'longitude': 103.76317}, {'latitude': 1.47608, 'longitude': 103.76321}, {'latitude': 1.47671, 'longitude': 103.76337}, {'latitude': 1.47679, 'longitude': 103.76339}, {'latitude': 1.47707, 'longitude': 103.76346}, {'latitude': 1.47729, 'longitude': 103.76352}]",15.49,42620,16.22,11.69,1,"[13, 21, 28, 33, 37, 40, 42, 44, 46, 48, 49, 51, 53, 55, 57, 59, 61, 65, 70]",13,38
14580013158972.0,00004d59-3500-0400-0000-000001851edf,1,Lebuhraya Tebrau,50,14.37,28.7,2024/8/15,9,2,1,20.3,28.3,10.7,"[{'latitude': 1.47307, 'longitude': 103.76265}, {'latitude': 1.4731, 'longitude': 103.76277}]",3.9,2962,2.54,1.83,1,"[10, 16, 20, 22, 24, 25, 26, 27, 28, 28, 29, 30, 31, 32, 34, 36, 38, 41, 46]",9,36
14580012671181.0,00004d59-3500-0400-0000-000001851ee0,3,Jalan Lingkaran Dalam,50,8.28,50.3,2024/8/23,18,2,1,29.2,51.5,19.1,"[{'latitude': 1.47315, 'longitude': 103.76279}, {'latitude': 1.47313, 'longitude': 103.76286}]",4.55,2389,1.02,0.58,1,"[18, 28, 31, 34, 36, 39, 43, 46, 49, 52, 54, 56, 58, 60, 63, 66, 69, 74, 81]",18,36
14580012671177.0,00004d59-3500-0400-0000-000001851ee1,3,Jalan Lingkaran Dalam,50,8.06,50.8,2024/8/23,19,2,1,31.3,51.7,18.9,"[{'latitude': 1.47313, 'longitude': 103.76286}, {'latitude': 1.4731, 'longitude': 103.76293}]",2.91,2394,0.93,0.56,1,"[19, 29, 32, 35, 37, 41, 44, 47, 49, 52, 54, 56, 58, 60, 63, 66, 69, 74, 81]",19,36
14580015122633.0,00004d59-3500-0400-0000-000001851ee2,1,Lebuhraya Tebrau,50,16.89,31.5,2024/8/15,8,2,1,25.2,30.8,10.5,"[{'latitude': 1.4731, 'longitude': 103.76277}, {'latitude': 1.4731, 'longitude': 103.76293}]",2.8,2956,2.42,1.97,1,"[13, 21, 24, 25, 27, 28, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38, 40, 43, 49]",8,36
14580013347442.0,00004d59-3500-0400-0000-000001851ee5,1,Jalan Lingkaran Dalam,50,4.05,23.4,2024/8/23,8,2,1,15.2,21.3,13.4,"[{'latitude': 1.47278, 'longitude': 103.76293}, {'latitude': 1.47281, 'longitude': 103.7629}]",1.9,4871,0.96,0.68,1,"[7, 11, 13, 15, 16, 18, 19, 20, 21, 21, 22, 23, 24, 26, 27, 29, 32, 36, 44]",8,35
14580013994708.0,00004d59-3500-0400-0000-000001851ef1,1,Jalan Lingkaran Dalam,50,16.75,25.4,2024/8/23,9,2,1,16.6,25.3,10.9,"[{'latitude': 1.47294, 'longitude': 103.76272}, {'latitude': 1.47302, 'longitude': 103.76268}, {'latitude': 1.47307, 'longitude': 103.76265}]",5.74,14206,3.63,2.38,1,"[6, 12, 16, 19, 21, 22, 23, 24, 25, 25, 26, 27, 28, 29, 30, 31, 33, 36, 42]",9,36
14580014939566.0,00004d59-3500-0400-0000-000001851ef9,1,Jalan Lingkaran Dalam,50,8.92,28,2024/8/24,10,2,1,19.5,27.8,11.1,"[{'latitude': 1.47307, 'longitude': 103.76265}, {'latitude': 1.47314, 'longitude': 103.76261}]",3.12,14253,1.64,1.16,1,"[9, 15, 19, 22, 23, 25, 25, 26, 27, 28, 29, 29, 30, 31, 33, 34, 36, 39, 45]",10,36
14580012682132.0,00004d59-3500-0400-0000-000001851eff,3,Lebuhraya Tebrau,50,10.9,38.4,2024/8/15,14,2,1,34.4,38.5,9.9,"[{'latitude': 1.47301, 'longitude': 103.76228}, {'latitude': 1.473, 'longitude': 103.76218}]",0.74,20362,1.14,1.02,1,"[20, 28, 31, 33, 34, 35, 36, 37, 38, 39, 39, 40, 41, 42, 43, 44, 46, 49, 53]",14,35
14580013321501.0,00004d59-3500-0400-0000-000001854074,5,Jalan Serampang,50,18.63,24.4,2024/8/13,19,2,1,7.2,24.4,14,"[{'latitude': 1.48397, 'longitude': 103.76595}, {'latitude': 1.48395, 'longitude': 103.76578}]",21.55,14791,9.32,2.75,1,"[1, 4, 8, 11, 14, 16, 18, 20, 22, 24, 27, 29, 31, 33, 35, 37, 39, 42, 47]",19,29
14580012320624.0,00004d59-3500-0400-0000-000001854344,3,Jalan Tun Abdul Razak,50,39.96,43.8,2024/8/14,16,2,1,33.8,44.4,16.1,"[{'latitude': 1.47439, 'longitude': 103.75506}, {'latitude': 1.47407, 'longitude': 103.75523}]",4.26,34828,4.26,3.24,1,"[16, 22, 27, 31, 34, 36, 39, 41, 43, 44, 46, 48, 50, 52, 54, 57, 60, 64, 70]",16,36
14580013459155.0,00004d59-3500-0400-0000-000001854345,3,Jalan Tun Abdul Razak,50,105.74,36.8,2024/8/14,15,2,1,27.1,37.2,14.9,"[{'latitude': 1.47407, 'longitude': 103.75523}, {'latitude': 1.47357, 'longitude': 103.7555}, {'latitude': 1.47322, 'longitude': 103.75567}]",12.23,34733,14.03,10.23,1,"[10, 17, 21, 24, 27, 29, 31, 34, 35, 37, 39, 41, 43, 45, 47, 49, 52, 55, 61]",15,36
14580015124226.0,00004d59-3500-0400-0000-000001854ebc,4,Jalan Kebun Teh Lama,50,87.79,44.4,2024/8/12,19,2,1,36.6,45.9,12.7,"[{'latitude': 1.48152, 'longitude': 103.75431}, {'latitude': 1.48163, 'longitude': 103.7543}, {'latitude': 1.4817, 'longitude': 103.75429}, {'latitude': 1.48177, 'longitude': 103.75427}, {'latitude': 1.48186, 'longitude': 103.75426}, {'latitude': 1.48193, 'longitude': 103.75423}, {'latitude': 1.48201, 'longitude': 103.75421}, {'latitude': 1.48209, 'longitude': 103.75418}, {'latitude': 1.48222, 'longitude': 103.75414}, {'latitude': 1.48228, 'longitude': 103.7541}]",7.88,7594,8.63,6.89,1,"[19, 26, 33, 37, 39, 41, 43, 44, 45, 46, 47, 48, 49, 50, 52, 53, 55, 58, 62]",19,36
14580014599135.0,00004d59-3500-0400-0000-000001854ee6,4,Jalan Kebun Teh Lama,50,23.14,45.9,2024/8/13,8,2,1,37.8,47.1,12.8,"[{'latitude': 1.48131, 'longitude': 103.75434}, {'latitude': 1.48152, 'longitude': 103.75431}]",3.22,7650,2.21,1.77,1,"[21, 28, 35, 38, 41, 42, 44, 45, 46, 47, 48, 49, 51, 52, 53, 55, 57, 60, 65]",8,35
14580013330619.0,00004d59-3500-0400-0000-000001854eea,4,Jalan Kebun Teh Lama,50,20.6,46.4,2024/8/13,9,2,1,40.1,47.3,12.9,"[{'latitude': 1.48083, 'longitude': 103.75439}, {'latitude': 1.48101, 'longitude': 103.75437}]",1.6,7634,1.85,1.57,1,"[22, 29, 35, 38, 40, 42, 43, 45, 46, 47, 48, 50, 51, 52, 54, 56, 58, 61, 66]",9,32
14580015237157.0,00004d59-3500-0400-0000-000001854eeb,4,Jalan Kebun Teh Lama,50,33.18,46.4,2024/8/13,19,2,1,38.7,47.5,12.9,"[{'latitude': 1.48101, 'longitude': 103.75437}, {'latitude': 1.4811, 'longitude': 103.75436}, {'latitude': 1.48131, 'longitude': 103.75434}]",4.31,7638,3.09,2.51,1,"[21, 29, 35, 38, 41, 42, 44, 45, 46, 48, 49, 50, 51, 52, 54, 56, 58, 61, 65]",19,34
14580013349724.0,00004d59-3500-0400-0000-000001854ef6,4,Jalan Kebun Teh Lama,50,105.64,51.9,2024/8/13,18,2,1,49.2,52.5,10.2,"[{'latitude': 1.48084, 'longitude': 103.75444}, {'latitude': 1.4805, 'longitude': 103.75448}, {'latitude': 1.48032, 'longitude': 103.75449}, {'latitude': 1.48003, 'longitude': 103.75451}, {'latitude': 1.47989, 'longitude': 103.75451}]",2.65,7390,7.73,7.24,1,"[34, 39, 43, 45, 46, 48, 49, 50, 51, 53, 54, 55, 56, 57, 58, 60, 61, 64, 67]",18,32
14580016775504.0,00004d59-3500-0400-0000-000001854f5a,4,Jalan Kebun Teh Lama,50,41.02,52.2,2024/8/13,10,2,1,49.7,52.6,9.8,"[{'latitude': 1.47989, 'longitude': 103.75451}, {'latitude': 1.47981, 'longitude': 103.75451}, {'latitude': 1.47974, 'longitude': 103.75451}, {'latitude': 1.47969, 'longitude': 103.75451}, {'latitude': 1.4796, 'longitude': 103.7545}, {'latitude': 1.47952, 'longitude': 103.7545}]",0.98,7455,2.97,2.81,1,"[35, 41, 43, 45, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 60, 61, 64, 67]",10,32
14580015225753.0,00004d59-3500-0400-0000-000001854f5b,4,Jalan Kebun Teh Lama,50,67.28,51.2,2024/8/14,18,2,1,48.6,51.7,9.6,"[{'latitude': 1.47952, 'longitude': 103.7545}, {'latitude': 1.47944, 'longitude': 103.75449}, {'latitude': 1.47915, 'longitude': 103.75445}, {'latitude': 1.47903, 'longitude': 103.75443}, {'latitude': 1.47892, 'longitude': 103.7544}]",1.98,7451,4.98,4.68,1,"[34, 40, 43, 45, 46, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 60, 62, 66]",18,32
14580013321793.0,00004d59-3500-0400-0000-00000185511f,5,Jalan Harimau,50,126.56,39.3,2024/8/11,10:00:00,2,1,34.2,39.5,10.7,"[{'latitude': 1.48284, 'longitude': 103.76027}, {'latitude': 1.48363, 'longitude': 103.76026}, {'latitude': 1.48385, 'longitude': 103.76025}, {'latitude': 1.48399, 'longitude': 103.76024}]",9.24,3178,13.33,11.53,1,"[20, 26, 30, 32, 34, 35, 36, 37, 38, 40, 41, 42, 43, 45, 46, 47, 49, 52, 56]",10,41
14580013464581.0,00004d59-3500-0400-0000-000001855120,5,Jalan Harimau,50,17,37.3,2024/8/11,11:00:00,2,1,27.3,38.2,12.4,"[{'latitude': 1.48399, 'longitude': 103.76024}, {'latitude': 1.48414, 'longitude': 103.76024}]",4.95,3214,2.24,1.6,1,"[15, 20, 24, 28, 30, 32, 34, 35, 37, 38, 40, 41, 43, 44, 45, 47, 49, 52, 56]",11,36
14580013464582.0,00004d59-3500-0400-0000-000001855121,5,Jalan Harimau,50,17.21,37.3,2024/8/12,7,2,1,31.1,38.1,10.4,"[{'latitude': 1.48414, 'longitude': 103.7603}, {'latitude': 1.48399, 'longitude': 103.7603}]",3.04,4526,2,1.63,1,"[18, 24, 28, 30, 32, 33, 35, 36, 37, 38, 39, 40, 41, 42, 43, 45, 46, 49, 53]",7,36
14580013321794.0,00004d59-3500-0400-0000-000001855122,5,Jalan Harimau,50,126.47,38.9,2024/8/12,12,2,1,34.7,39.5,9.6,"[{'latitude': 1.48399, 'longitude': 103.7603}, {'latitude': 1.4835, 'longitude': 103.76031}, {'latitude': 1.48285, 'longitude': 103.76033}]",8.45,4489,13.14,11.53,1,"[21, 28, 31, 33, 34, 35, 37, 38, 39, 40, 40, 41, 42, 43, 44, 46, 48, 50, 54]",12,41
14580012507090.0,00004d59-3500-0400-0000-000001855128,3,Jalan Tun Abdul Razak,50,22.65,43.3,2024/8/14,14,2,1,40.4,42.7,10.3,"[{'latitude': 1.47301, 'longitude': 103.75537}, {'latitude': 1.47319, 'longitude': 103.75528}]",0.72,34507,2.02,1.91,1,"[27, 32, 34, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 52, 56, 61]",14,34
14580015875041.0,00004d59-3500-0400-0000-000001855129,3,Jalan Tun Abdul Razak,50,102.45,50.9,2024/8/14,13,2,1,48.6,51,9.8,"[{'latitude': 1.47319, 'longitude': 103.75528}, {'latitude': 1.47403, 'longitude': 103.75489}]",2.23,34377,7.6,7.23,1,"[34, 40, 43, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 58, 60, 62, 67]",13,35
14580014301408.0,00004d59-3500-0400-0000-00000185515a,5,Jalan Kuning,30,36.67,20.4,2024/8/12,7,2,1,16,20.7,7.6,"[{'latitude': 1.48148, 'longitude': 103.77529}, {'latitude': 1.4818, 'longitude': 103.7753}, {'latitude': 1.48181, 'longitude': 103.7753}]",9.38,2634,8.27,6.38,1,"[7, 10, 13, 15, 16, 17, 18, 19, 20, 21, 21, 22, 23, 24, 25, 26, 27, 29, 32]",7,22
14580013327305.0,00004d59-3500-0400-0000-00000185515d,5,Jalan Kuning,30,20.73,24.2,2024/8/13,18,2,1,16.2,24.9,9.3,"[{'latitude': 1.48181, 'longitude': 103.7753}, {'latitude': 1.482, 'longitude': 103.7753}]",8.98,2384,4.62,3,1,"[8, 12, 14, 17, 18, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 32, 33, 35, 38]",18,23
14580015143664.0,00004d59-3500-0400-0000-000001855160,5,Jalan Kuning,30,10.09,25.3,2024/8/13,17,2,1,18.6,26,9.8,"[{'latitude': 1.482, 'longitude': 103.7753}, {'latitude': 1.48203, 'longitude': 103.77531}, {'latitude': 1.48209, 'longitude': 103.77531}]",2.38,2212,1.95,1.4,1,"[8, 12, 14, 17, 19, 20, 22, 23, 25, 26, 27, 28, 29, 31, 32, 33, 35, 37, 41]",17,24
14580014161214.0,00004d59-3500-0400-0000-000001855168,5,Jalan Kuning,50,30.07,24.3,2024/8/13,19,2,1,17.2,23.7,10.5,"[{'latitude': 1.4824, 'longitude': 103.77533}, {'latitude': 1.48267, 'longitude': 103.77535}]",8.33,2991,6.31,4.57,1,"[8, 11, 14, 16, 17, 19, 20, 21, 22, 24, 25, 26, 28, 29, 31, 33, 35, 38, 43]",19,24
14580014392774.0,00004d59-3500-0400-0000-00000185516b,5,Jalan Kuning,50,20.67,26.5,2024/8/13,16,2,1,17.9,27.1,11.2,"[{'latitude': 1.48267, 'longitude': 103.77535}, {'latitude': 1.48285, 'longitude': 103.77536}]",7.13,2462,4.17,2.75,1,"[8, 11, 14, 17, 19, 21, 23, 24, 26, 27, 28, 30, 31, 32, 34, 36, 38, 41, 45]",16,24
14580030944889.0,00004d59-3500-0400-0000-000001855171,5,Jalan Kuning,50,27.58,26.7,2024/8/13,15,2,1,14.5,27.3,13.4,"[{'latitude': 1.4839, 'longitude': 103.77528}, {'latitude': 1.48415, 'longitude': 103.77526}]",10.59,3326,6.83,3.64,1,"[4, 7, 11, 14, 17, 19, 21, 24, 26, 27, 29, 31, 33, 34, 36, 38, 41, 44, 48]",15,26
14580013192480.0,00004d59-3500-0400-0000-000001855931,5,Jalan Kuning,50,53.87,30.3,2024/8/13,14,2,1,23,32.5,10.7,"[{'latitude': 1.47955, 'longitude': 103.77471}, {'latitude': 1.47963, 'longitude': 103.7748}, {'latitude': 1.4797, 'longitude': 103.77489}, {'latitude': 1.47983, 'longitude': 103.77503}, {'latitude': 1.47987, 'longitude': 103.77507}]",9.1,2455,8.43,5.97,1,"[10, 15, 19, 21, 23, 25, 28, 30, 31, 33, 34, 34, 36, 37, 37, 39, 40, 42, 45]",14,23
14580016287139.0,00004d59-3500-0400-0000-000001855937,5,Jalan Kuning,50,56.57,28.6,2024/8/13,13,2,1,20.3,30.2,10.2,"[{'latitude': 1.47921, 'longitude': 103.77428}, {'latitude': 1.47907, 'longitude': 103.7741}, {'latitude': 1.47899, 'longitude': 103.774}, {'latitude': 1.47889, 'longitude': 103.77388}]",15.23,4062,10.04,6.74,1,"[9, 14, 18, 21, 23, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38, 40, 43]",13,22
